id,name,description,image,type,weight,special_effect,how_to_acquire,in_game_section,dlc
armor_601,Black Knight Greaves,"Greaves worn by the Black Knights, servants of Messmer the Impaler. Black iron ornamented with gold. A rotten odor stubbornly clings to it. Perhaps it arises from the tainted nature of the blood that splattered upon it. Or perhaps it is the wearer's own blackened soul, festering after endless slaughter.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_knight_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,8.5,,"Black Knight Set pieces are dropped from Black Knights, found throughout the Lands of Shadow.",5,1
armor_602,Rakshasa Greaves,"Greaves of Rakshasa, soaked the spurting blood of her victims. Tatters of ragged cloth jut out haphazardly, as if her lust for carnage threatens to break free.Increases damage dealt to foes, but greatly increases damage taken by the wearer.Cut down and devour. Only those who repeat the cycle without rest can truly subvert the self and become Rakshasa.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/rakshasa_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,7.9,Boosts All Damage by 2% but increases damage taken,Dropped by Rakshasa in Eastern Nameless Mausoleum. This area can only be accessed by using the ladder in Shadow Keep to get down to a special teleport coffin (this Elden Ring Map location). This will take you to Ruins of Unte and you must follow the cliffs downstream and then carefully drop down to bottom level to reach the mausoleum. [Shadow of the Erdtree Map],15,1
armor_603,Fire Knight Greaves,"Greaves of the Fire Knights under Messmer the Impaler's personal command. Each and every knight hailed from a renowned family of the Erdtree's upper echelons, but were shunned and chased from their homes after pledging allegiance to Messmer as their master.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_knight_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,5.7,,Drop by Fire Knights in the Shadow Keep,17,1
armor_604,Leather Leg Wraps,"Leg wraps worn by highland warriors, made of sturdy leather and fastened with winding straps. The addition of animal pelt keeps the wearer warm. Highland warriors are known to be hunters of bears; to them, there is no act more glorious than the subjugation of a savage beast.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/leather_leg_wraps_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,4.4,,"To the northwest of the Ravine North Site of Grace, there is a forest inhabited by runebears. At the center of this forest, you'll find a large stone with several items on it, this whole armor set is at the top of the stone. [See Shadow of the Erdtree Map]",7,1
armor_605,Death Knight Greaves,"Golden greaves of the Death Knights, adorned with an antiquated depiction of the Erdtree. Enhances skills and incantations of the capital's ancient dragon cult. These knights, once Godwyn's personal guard, quested to find their transfigured master's cadaver surrogatefor the coming age of the Duskborn.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/death_knight_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,6.6,Enhances skills and incantations of the ancient dragon cult by 2%,"Darklight Catacombs, on a Death Knight corpse",15,1
armor_606,Ascetic's Ankle Guards,"Ankle guards of the tower's ascetics which embody their commitment to an austere existence of strict self-control. In order to ascend from their mortal flesh into tutelary deities of the land, they heighten their spirituality through severe ascetic training.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/ascetics_ankle_guards_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,2.0,,Drop by Curseblade enemies.,1,1
armor_607,Messmer's Greaves,"Black greaves of Messmer the Impaler. On his mother's wishes, Messmer made himself a symbol of fear, undertaking the cleansing crusade she desired. ""Direct thy maledictions, thine ire, and thy grief towards me alone.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/messmers_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,5.1,,Purchase from Finger Reader Enia at Roundtable Hold after defeating Messmer the Impaler,17,1
armor_608,Gravebird Anklets,"Stone anklets with a tinge of green. One of a set of armor pieces cast in the image of the Gravebird. Gravebirds are ancient golems, created to guard the spiritgraves built where all manners of Death ultimately drift.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravebird_anklets_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,2.0,,"Found in a swamp infested with Gravebirds, below a big archway. [See Shadow of the Erdtree Map]",4,1
armor_609,Common Soldier Greaves,"Greaves of the rank-and-file soldiers of Messmer's army. A pitch-dark soot clings to it, much like the inner faces of the men who wore them.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/common_soldier_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,5.5,,Drop by soldiers in Castle Ensis,5,1
armor_610,Horned Warrior Greaves,"Greaves of the horned warriors, keepers of the tower. Shaped to resemble the unclothed form of a hero from older times.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/horned_warrior_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,6.6,,"Drops from Horned Warriors ( Small Private Altar site of grace in Belurat, Tower Settlement)",3,1
armor_611,Divine Bird Warrior Greaves,"Greaves of divine bird warriors, the very first of all horned warriors, made from a golden metal. The great, sharp talons increase the force generated by kicks.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/divine_bird_warrior_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,7.3,Increases the force generated by kicks by 5%,Dropped by Divine Bird Warriors,18,1
armor_612,Rellana's Greaves,"Ornate greaves of Rellana, the Twin Moon Knight, fashioned from silver steel.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/rellanas_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,7.3,,The complete set (Rellana's Set) can be bought from Enia in the Roundtable Hold upon defeating Rellana Twin Moon Knight.,5,1
armor_613,Young Lion's Greaves,"The golden greaves worn by Radahn in his younger years. Worn by a fierce lion. When Malenia, Blade of Miquella, let the rotflower blossom in Aeonia, Radahn heard a murmur in his ear ""Miquella awaits thee, O promised consort.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/young_lions_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,9.3,,"Purchase from Finger Reader Enia at Roundtable Hold after defeating Promised Consort Radahn / Radahn, Consort of Miquella in Enir-Ilim [See Shadow of the Erdtree Map]",19,1
armor_614,Shadow Militiaman Greaves,"Greaves as dark as shadow, worn by vulgar militiamen. Freshly-singed battlegrounds effusing with the stench of the dead. Forbidden lands that will be excised from the memory of history. What better place than the realms of shadow then, for such an army?",http://eldenring.wiki.fextralife.com/file/Elden-Ring/shadow_militiaman_greaves_legs_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,leg armor,4.4,,May drop from Shadow Militiaman enemies,17,1
armor_615,All-Knowing Greaves,"Greaves set with countless eyes and ears. Worn by Gideon Ofnir, the All-Knowing. Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear. At the end that should not be.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/all-knowing_greaves_elden_ring_wiki_guide_200px.png,leg armor,6.6,,"The entire All-Knowing Set is dropped by Sir Gideon Ofnir, the All-Knowing upon defeat. Sir Gideon is encountered as a boss in Leyndell, Capital of Ash, a alternate version of the Royal Capital accessible only after making significant progress in the story.Elden Ring Map here",8,0
armor_616,Alberich's Trousers,Mad Tongue Alberich's trousers.Alberiches was an aloof yet disturbed heretical sorcerer said to have been driven mad by jeering tongues during his service to the Roundtable Hold long ago.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/alberichs_trousers_elden_ring_wiki_guide_200px.png,leg armor,2.5,,Found at the lower level of the Fortified Manor at Leyndell Royal Capital. Elden Ring Interactive Map Link.,2,0
armor_617,Astrologer Trousers,"Trousers worn inside a robe. Worn by those who look to the cosmos above. They read fate in the stars, and are said to be heirs of the glintstone sorcerers. But alas, the night sky no longer cradles fate.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/astrologer_trousers_elden_ring_wiki_guide_200px.png,leg armor,3.9,,Starting Equipment for the Astrologer Class.Can be purchased from the Nomadic Merchant in Liurnia of the Lakes for 1000 Runes.Elden Ring Map here,2,0
armor_618,Bandit Boots,"Leather boots worn by bandits.Light for ease of movement, and supple for masking sound. In this trade, they offer little damage negation.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/bandit_boots_elden_ring_wiki_guide_200px.png,leg armor,4.4,,Starting Equipment for the Bandit Class.Can be purchased from Twin Maiden Husks at the Roundtable Hold after offering Gostoc's Bell Bearing.,4,0
armor_619,Banished Knight Greaves,"Thick, full set of armor covering the entire body. These greaves were worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes. These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/banished_knight_greaves_elden_ring_wiki_guide_200px.png,leg armor,10.8,,Stormveil Castle: Chance for it to be looted off the Banished Knight enemies that you've killed.,9,0
armor_620,Beast Champion Greaves,"Silver greaves engraved with tiny beasts. Worn by Bernahl the Recusant.Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.Until his maiden threw herself into the fire.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/beast_champion_greaves_elden_ring_wiki_guide_200px.png,leg armor,10.8,,"Drops from Knight Bernahl upon death. If not killed before, he will eventually invade you at Crumbling Farum Azula, dropping the entire set with an altered version of the chest piece. Elden Ring Map here.",9,0
armor_621,Black Knife Greaves,"Greaves used by the Black Knife Assassins. Crafted with scale armor that makes no sound. The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_knife_greaves_elden_ring_wiki_guide_200px.png,leg armor,5.7,,"Can be found on a corpse under an archway behind Ordina, Liturgical Town in Consecrated Grounds. Elden Ring Map here.",6,0
armor_622,Blackflame Monk Greaves,"Black iron greaves featuring a flame motif.Attire of the Blackflame Monks.The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/blackflame_monk_greaves_elden_ring_wiki_guide_200px.png,leg armor,7.3,,Drop from Blackflame Monks.,6,0
armor_623,Bloodhound Knight Greaves,"Metal greaves of the Bloodhound Knights. The Bloodhound Knights are trained as hunters and known to be unshakable trackers. Without the use of language, each knight chooses his own master. Once the decision has been made the knight stays loyal for life.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodhound_knight_greaves_elden_ring_wiki_guide_200px.png,leg armor,6.6,,Drops in Gelmir Hero's Grave - Mt. Gelmir.,7,0
armor_624,Briar Greaves,"Battered iron greaves from a foreign land.Worn by Elemer of the Briar. The winding, rusted iron briars are a mark of the guilty and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.Elemer murderd numerous instructors and merchants, and was known as the Bell Bearing Hunter.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/briar_greaves_elden_ring_wiki_guide_200px.png,leg armor,7.3,,Purchased from the Enia in Roundtable Hold after defeating Elemer of the Briar in The Shaded Castle.,8,0
armor_625,Bull-Goat Greaves,"Great Horned Tragoth's greaves. Covers its wearer with a pair of giant horns, providing staunch poise. Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/bull-goat_greaves_elden_ring_wiki_guide_200px.png,leg armor,16.4,,"Can be found after killing Patches' assassination target for the Volcano Manor, Great Horned Tragoth. Elden Ring Interactive Map Link",10,0
armor_626,Champion Gaiters,Gaiters formed only with leather straps.Common wear in the badlands.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/champion_gaiters_elden_ring_wiki_guide_200px.png,leg armor,3.9,,"Starting Equipment for the Hero Class.Can be purchased from the Nomadic Merchant in south Caelid for 1,000 Runes. Elden Ring Interactive Map Link",5,0
armor_627,Carian Knight Greaves,"Greaves of the enchanted knights that once served the Carian royal family.The enchanted knights, anointed by the Lunar Queen, were all decorated heroes, were heroes of the highest honors, but fell into disarray with the decline of the royal family.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/carian_knight_greaves_elden_ring_wiki_guide_200px.png,leg armor,6.6,,"You can find the Carian Knight Set in Raya Lucaria Academy.Elden Ring Map hereTo find the Carian Knight Set, you will need to fast travel back to the Church of the Cuckoo site and head to the graveyard section, specifically where the large rotating lift is. On the right side of the gate's entrance, look down as you are hugging the wall to find a platform that you can drop to. Walk on the narrow path and you'll notice a group of Glintstone Zombies worshipping a statue, simply kill the enemies and pick up the glowing item next to the statue to receive the set.",7,0
