id,name,image,description,type,damage negation,resistance,weight,special effect,how to acquire,in-game section,dlc
617,Astrologer Trousers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/astrologer_trousers_elden_ring_wiki_guide_200px.png,"Trousers worn inside a robe. Worn by those who look to the cosmos above. They read fate in the stars, and are said to be heirs of the glintstone sorcerers. But alas, the night sky no longer cradles fate.",leg armor,"[{'Physical': '3.8', 'VS Strike': '3.4', 'VS Slash': '3.4', 'VS Pierce': '3.4', 'Magic': '7.7', 'Fire': '7.4', 'Lightning': '7.6', 'Holy': '7.4'}]","[{'Immunity': '31', 'Robustness': '15', 'Focus': '56', 'Vitality': '47', 'Poise': '7'}]",3.9,,Starting Equipment for the Astrologer Class.Can be purchased from the Nomadic Merchant in Liurnia of the Lakes for 1000 Runes.Elden Ring Map here,2,0
618,Bandit Boots,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bandit_boots_elden_ring_wiki_guide_200px.png,"Leather boots worn by bandits.Light for ease of movement, and supple for masking sound. In this trade, they offer little damage negation.",leg armor,"[{'Physical': '4', 'VS Strike': '4.5', 'VS Slash': '5', 'VS Pierce': '5', 'Magic': '5.4', 'Fire': '5.4', 'Lightning': '5.8', 'Holy': '5'}]","[{'Immunity': '34', 'Robustness': '20', 'Focus': '35', 'Vitality': '35', 'Poise': '8'}]",4.4,,Starting Equipment for the Bandit Class.Can be purchased from Twin Maiden Husks at the Roundtable Hold after offering Gostoc's Bell Bearing.,4,0
619,Banished Knight Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/banished_knight_greaves_elden_ring_wiki_guide_200px.png,"Thick, full set of armor covering the entire body. These greaves were worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes. These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",leg armor,"[{'Physical': '10.8', 'VS Strike': '8.6', 'VS Slash': '11.1', 'VS Pierce': '10.1', 'Magic': '7.7', 'Fire': '7.7', 'Lightning': '7.4', 'Holy': '7.6'}]","[{'Immunity': '37', 'Robustness': '51', 'Focus': '24', 'Vitality': '26', 'Poise': '20'}]",10.8,,Stormveil Castle: Chance for it to be looted off the Banished Knight enemies that you've killed.,9,0
620,Beast Champion Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/beast_champion_greaves_elden_ring_wiki_guide_200px.png,"Silver greaves engraved with tiny beasts. Worn by Bernahl the Recusant.Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.Until his maiden threw herself into the fire.",leg armor,"[{'Physical': '10.1', 'VS Strike': '9.4', 'VS Slash': '10.8', 'VS Pierce': '10.6', 'Magic': '7.4', 'Fire': '7.9', 'Lightning': '7.3', 'Holy': '7.7'}]","[{'Immunity': '35', 'Robustness': '56', 'Focus': '26', 'Vitality': '24', 'Poise': '20'}]",10.8,,"Drops from Knight Bernahl upon death. If not killed before, he will eventually invade you at Crumbling Farum Azula, dropping the entire set with an altered version of the chest piece. Elden Ring Map here.",9,0
621,Black Knife Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_knife_greaves_elden_ring_wiki_guide_200px.png,"Greaves used by the Black Knife Assassins. Crafted with scale armor that makes no sound. The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",leg armor,"[{'Physical': '6.5', 'VS Strike': '6.2', 'VS Slash': '7.1', 'VS Pierce': '7.1', 'Magic': '5', 'Fire': '5.4', 'Lightning': '3.8', 'Holy': '6.5'}]","[{'Immunity': '17', 'Robustness': '29', 'Focus': '14', 'Vitality': '14', 'Poise': '11'}]",5.7,,"Can be found on a corpse under an archway behind Ordina, Liturgical Town in Consecrated Grounds. Elden Ring Map here.",6,0
622,Blackflame Monk Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/blackflame_monk_greaves_elden_ring_wiki_guide_200px.png,"Black iron greaves featuring a flame motif.Attire of the Blackflame Monks.The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",leg armor,"[{'Physical': '7.7', 'VS Strike': '6.5', 'VS Slash': '8.4', 'VS Pierce': '7.4', 'Magic': '5.8', 'Fire': '7.4', 'Lightning': '4.5', 'Holy': '5.8'}]","[{'Immunity': '20', 'Robustness': '34', 'Focus': '13', 'Vitality': '20', 'Poise': '14'}]",7.3,,Drop from Blackflame Monks.,6,0
623,Bloodhound Knight Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodhound_knight_greaves_elden_ring_wiki_guide_200px.png,"Metal greaves of the Bloodhound Knights. The Bloodhound Knights are trained as hunters and known to be unshakable trackers. Without the use of language, each knight chooses his own master. Once the decision has been made the knight stays loyal for life.",leg armor,"[{'Physical': '7.1', 'VS Strike': '6.5', 'VS Slash': '8', 'VS Pierce': '7.7', 'Magic': '5.4', 'Fire': '5.8', 'Lightning': '4', 'Holy': '5.8'}]","[{'Immunity': '20', 'Robustness': '31', 'Focus': '14', 'Vitality': '14', 'Poise': '11'}]",6.6,,Drops in Gelmir Hero's Grave - Mt. Gelmir.,7,0
624,Briar Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/briar_greaves_elden_ring_wiki_guide_200px.png,"Battered iron greaves from a foreign land.Worn by Elemer of the Briar. The winding, rusted iron briars are a mark of the guilty and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.Elemer murderd numerous instructors and merchants, and was known as the Bell Bearing Hunter.",leg armor,"[{'Physical': '7.4', 'VS Strike': '6.5', 'VS Slash': '7.7', 'VS Pierce': '7.1', 'Magic': '6.2', 'Fire': '7.1', 'Lightning': '5', 'Holy': '6.2'}]","[{'Immunity': '22', 'Robustness': '44', 'Focus': '15', 'Vitality': '15', 'Poise': '12'}]",7.3,,Purchased from the Enia in Roundtable Hold after defeating Elemer of the Briar in The Shaded Castle.,8,0
625,Bull-Goat Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bull-goat_greaves_elden_ring_wiki_guide_200px.png,"Great Horned Tragoth's greaves. Covers its wearer with a pair of giant horns, providing staunch poise. Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid.",leg armor,"[{'Physical': '11.9', 'VS Strike': '11.8', 'VS Slash': '10.6', 'VS Pierce': '10.6', 'Magic': '7.6', 'Fire': '7.7', 'Lightning': '8.5', 'Holy': '7.3'}]","[{'Immunity': '44', 'Robustness': '51', 'Focus': '29', 'Vitality': '34', 'Poise': '28'}]",16.4,,"Can be found after killing Patches' assassination target for the Volcano Manor, Great Horned Tragoth. Elden Ring Interactive Map Link",10,0
626,Champion Gaiters,http://eldenring.wiki.fextralife.com/file/Elden-Ring/champion_gaiters_elden_ring_wiki_guide_200px.png,Gaiters formed only with leather straps.Common wear in the badlands.,leg armor,"[{'Physical': '3.8', 'VS Strike': '5', 'VS Slash': '4', 'VS Pierce': '4.5', 'Magic': '4.5', 'Fire': '5.4', 'Lightning': '5.8', 'Holy': '5.4'}]","[{'Immunity': '31', 'Robustness': '20', 'Focus': '26', 'Vitality': '24', 'Poise': '4'}]",3.9,,"Starting Equipment for the Hero Class.Can be purchased from the Nomadic Merchant in south Caelid for 1,000 Runes. Elden Ring Interactive Map Link",5,0
627,Carian Knight Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/carian_knight_greaves_elden_ring_wiki_guide_200px.png,"Greaves of the enchanted knights that once served the Carian royal family.The enchanted knights, anointed by the Lunar Queen, were all decorated heroes, were heroes of the highest honors, but fell into disarray with the decline of the royal family.",leg armor,"[{'Physical': '6.8', 'VS Strike': '6.2', 'VS Slash': '7.1', 'VS Pierce': '6.8', 'Magic': '7.1', 'Fire': '6.8', 'Lightning': '5.4', 'Holy': '6.8'}]","[{'Immunity': '17', 'Robustness': '29', 'Focus': '13', 'Vitality': '14', 'Poise': '11'}]",6.6,,"You can find the Carian Knight Set in Raya Lucaria Academy.Elden Ring Map hereTo find the Carian Knight Set, you will need to fast travel back to the Church of the Cuckoo site and head to the graveyard section, specifically where the large rotating lift is. On the right side of the gate's entrance, look down as you are hugging the wall to find a platform that you can drop to. Walk on the narrow path and you'll notice a group of Glintstone Zombies worshipping a statue, simply kill the enemies and pick up the glowing item next to the statue to receive the set.",7,0
628,Chain Leggings,http://eldenring.wiki.fextralife.com/file/Elden-Ring/chain_leggings_elden_ring_wiki_guide_200px.png,"Leggings made of woven chain. Standard issue for ordinary soldiers. Though plain in appearance, they offer dependable protection.",leg armor,"[{'Physical': '6.8', 'VS Strike': '5', 'VS Slash': '7.4', 'VS Pierce': '6.8', 'Magic': '4', 'Fire': '6.2', 'Lightning': '3.4', 'Holy': '4.5'}]","[{'Immunity': '16', 'Robustness': '26', 'Focus': '7', 'Vitality': '11', 'Poise': '10'}]",5.5,,"Can be found at Church of Elleh, purchased from Merchant Kale. It costs 1000 Runes. Elden Ring Interactive Map Link.Can be purchased from Twin Maiden Husks at the Roundtable Hold after giving them Kale's Bell Bearing",6,0
629,Cleanrot Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/cleanrot_greaves_elden_ring_wiki_guide_200px.png,"Greaves of the Cleanrot Knights, celebrated for their undefeated campaign in the Shattering.The Cleanrot Knights vowed to fight alongside Malenia, despite the inevitable, if gradual, putrefaction of their flesh. Their acceptance of their fate made these battles fiercest of all.",leg armor,"[{'Physical': '8.4', 'VS Strike': '7.6', 'VS Slash': '9.2', 'VS Pierce': '10.1', 'Magic': '7.2', 'Fire': '7.3', 'Lightning': '6.5', 'Holy': '7.7'}]","[{'Immunity': '39', 'Robustness': '41', 'Focus': '17', 'Vitality': '20', 'Poise': '16'}]",9.3,,Dropped by Cleanrot Knight enemies. Found in places such as: Consecrated Snowfield Catacombs and Miquella's HaligtreeCan be found at Inner Aeonia,7,0
630,Cloth Trousers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/cloth_trousers_elden_ring_wiki_guide_200px.png,"Trousers made of coarse material, commonly worn in the Lands Between.",leg armor,"[{'Physical': '3', 'VS Strike': '2.3', 'VS Slash': '1.5', 'VS Pierce': '2.3', 'Magic': '7.3', 'Fire': '7.1', 'Lightning': '6.8', 'Holy': '7.1'}]","[{'Immunity': '26', 'Robustness': '14', 'Focus': '37', 'Vitality': '37', 'Poise': '3'}]",2,,"Found at the chest located at the end of Murkwater Cave, alongside Cloth Garb. Elden Ring Interactive Map Link",1,0
631,Commoner's Shoes,http://eldenring.wiki.fextralife.com/file/Elden-Ring/commoners_shoes_elden_ring_wiki_guide_200px.png,"Modest shoes made of cloth. Standard wear for commoners of the Lands Between. Only, there are no commoners remaining with their wits about them.",leg armor,"[{'Physical': '1.5', 'VS Strike': '3', 'VS Slash': '3', 'VS Pierce': '2.3', 'Magic': '7.1', 'Fire': '6.5', 'Lightning': '6.8', 'Holy': '7.1'}]","[{'Immunity': '22', 'Robustness': '14', 'Focus': '39', 'Vitality': '41', 'Poise': '3'}]",2,,Can drop from Commoner enemies in Stormveil Castle.,1,0
632,Confessor Boots,http://eldenring.wiki.fextralife.com/file/Elden-Ring/confessor_boots_elden_ring_wiki_guide_200px.png,"Leather boots of the church confessors. The churches outside the Lands Between, dedicated to the teachings of the Two Fingers, send confessors out to follow the guidance of grace. The confessors are loyal servants to the Two Fingers, ready to hunt down and quietly dispose of their enemies.",leg armor,"[{'Physical': '4.5', 'VS Strike': '5.8', 'VS Slash': '4.5', 'VS Pierce': '5', 'Magic': '6.2', 'Fire': '6.2', 'Lightning': '6.8', 'Holy': '5.4'}]","[{'Immunity': '37', 'Robustness': '29', 'Focus': '29', 'Vitality': '31', 'Poise': '9'}]",4.8,,Starting Equipment for the Confessor Class.Can be purchased from the Nomadic Merchant in Mt. Gelmir for 1000 Runes. Elden Ring Interactive Map Link,4,0
633,Consort's Trousers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/consorts_trousers_elden_ring_wiki_guide_200px.png,"Fine white trousers, perfectly suited for wearing beneath a silk robe.",leg armor,"[{'Physical': '3', 'VS Strike': '2.3', 'VS Slash': '2.3', 'VS Pierce': '3', 'Magic': '7.4', 'Fire': '7.1', 'Lightning': '7.1', 'Holy': '7.3'}]","[{'Immunity': '29', 'Robustness': '15', 'Focus': '41', 'Vitality': '39', 'Poise': '4'}]",2.5,,"Can be purchased from Hermit Merchant at Hermit Merchant's Shack for 1,500 Runes.Elden Ring Map hereLooted from the corpse of Tanith after attacking her and defeating the summoned Tannith's Knight near the Rykard, Lord of Blasphemy site of grace in Volcano Manor, Altus Plateau.Elden Ring Map here",3,0
634,Crucible Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/crucible_greaves_elden_ring_wiki_guide_200px.png,"Greaves of the Crucible Knights who served Godfrey, the first Elden Lord. Hold the power of the crucible of life, the primordial form of the Erdtree. Strengthen Aspects of the Crucible incantations. In time, the strength shown by these knights, and even their appearance, was seen as chaotic and deserving of scorn.",leg armor,"[{'Physical': '10.1', 'VS Strike': '8', 'VS Slash': '9.6', 'VS Pierce': '9.6', 'Magic': '7.4', 'Fire': '7.3', 'Lightning': '6.5', 'Holy': '7.7'}]","[{'Immunity': '31', 'Robustness': '44', 'Focus': '22', 'Vitality': '22', 'Poise': '20'}]",9.6,3.5% damage increase to Aspect of the Crucible Incantations,Dropped by Crucible Knight Ordovis at Auriza Hero's Grave. Elden Ring Interactive Map LinkFound with the Crucible Tree Set in a chest within Deeproot Depths behind a mini-boss: Crucible Knight Siluria.Elden Ring Map here,9,0
635,Eccentric's Breeches,http://eldenring.wiki.fextralife.com/file/Elden-Ring/eccentrics_breeches_elden_ring_wiki_guide_200px.png,"The knight Jerren's breeches. Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became the guest commander for General Radahn. And for the first time, the restless tumbleweed would be bound by honorable oath.",leg armor,"[{'Physical': '6.5', 'VS Strike': '4.5', 'VS Slash': '6.2', 'VS Pierce': '6.5', 'Magic': '4.5', 'Fire': '5', 'Lightning': '3', 'Holy': '4'}]","[{'Immunity': '15', 'Robustness': '31', 'Focus': '7', 'Vitality': '7', 'Poise': '10'}]",5.1,,This armor piece is obtained as part of a set after the defeat of Witch-Hunter Jerren. This could be done as part of Sorceress Sellen's questline. Players will be given the option to side with Sellen or Jerren in Raya Lucaria Academy.Elden Ring Map here,6,0
636,Elden Lord Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/elden_lord_greaves_elden_ring_wiki_guide_200px.png,"Greaves of Godfrey, the first Elden Lord.The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",leg armor,"[{'Physical': '6.5', 'VS Strike': '5.8', 'VS Slash': '6.2', 'VS Pierce': '6.8', 'Magic': '4.5', 'Fire': '6.2', 'Lightning': '3.8', 'Holy': '4'}]","[{'Immunity': '16', 'Robustness': '31', 'Focus': '7', 'Vitality': '11', 'Poise': '10'}]",5.5,,"Available from Enia after defeating Godfrey, First Elden Lord and Hoarah Loux, Warrior.",6,0
637,Errant Sorcerer Boots,http://eldenring.wiki.fextralife.com/file/Elden-Ring/errant_sorcerer_boots_elden_ring_wiki_guide_200px.png,"Commonplace leather boots, sturdy enough to withstand a long journey.",leg armor,"[{'Physical': '3', 'VS Strike': '3', 'VS Slash': '3.8', 'VS Pierce': '3', 'Magic': '7.6', 'Fire': '7.3', 'Lightning': '7.2', 'Holy': '7.6'}]","[{'Immunity': '24', 'Robustness': '15', 'Focus': '47', 'Vitality': '51', 'Poise': '5'}]",3.1,,"Looted off a corpse in Hermit Village, Mt. Gelmir. The corpse is found in a house in the northeast corner of the village.Elden Ring Map here",2,0
638,Exile Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/exile_greaves_elden_ring_wiki_guide_200px.png,Damaged iron greaves. Worn by soldiers sent to the penal colonies.,leg armor,"[{'Physical': '7.1', 'VS Strike': '5.4', 'VS Slash': '7.4', 'VS Pierce': '7.1', 'Magic': '4.5', 'Fire': '6.2', 'Lightning': '3.8', 'Holy': '5.4'}]","[{'Immunity': '17', 'Robustness': '34', 'Focus': '13', 'Vitality': '11', 'Poise': '11'}]",5.7,,Drop from Exile Soldiers.,6,0
639,Finger Maiden Shoes,http://eldenring.wiki.fextralife.com/file/Elden-Ring/finger_maiden_shoes_elden_ring_wiki_guide_200px.png,"Shoes worn by maidens who serve the Two Fingers. The maidens live to serve a chosen Tarnished, sharing their guidance and the wisdom of the Two Fingers. The guidance of grace would ensure that the pair be brought together. Or at least, such was the promise long ago.",leg armor,"[{'Physical': '3', 'VS Strike': '2.3', 'VS Slash': '2.3', 'VS Pierce': '1.5', 'Magic': '7.6', 'Fire': '7.2', 'Lightning': '7.3', 'Holy': '7.6'}]","[{'Immunity': '24', 'Robustness': '13', 'Focus': '39', 'Vitality': '39', 'Poise': '4'}]",2.5,,Can be found inside Church of Inhibition directly beside a Grace. Run past NPC invader to touch Grace first. Elden Ring Interactive Map Link,2,0
640,Fire Monk Greaves,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_monk_greaves_elden_ring_wiki_guide_200px.png,"Black iron greaves featuring a flame motif.Attire of the Fire Monks.The Fire Monks are guardians of the flame of ruin, forbidden by the Erdtree and said to be kept high in the Mountaintops of the Giants.",leg armor,"[{'Physical': '8', 'VS Strike': '7.1', 'VS Slash': '7.7', 'VS Pierce': '7.1', 'Magic': '6.2', 'Fire': '7.6', 'Lightning': '5.4', 'Holy': '5.4'}]","[{'Immunity': '20', 'Robustness': '34', 'Focus': '15', 'Vitality': '15', 'Poise': '13'}]",7.3,,"Pieces of the Fire Monk Set are dropped by Fire Monks found in camps in western Liurnia of the Lakes, around Fort Laiedd in Mt. Gelmir, and around Guardians' Garrison in the Mountaintop of the Giants.",6,0
